Timestamp	operation-automated	config-track-changes	config-decide-changes	config-automated-changes	config-gen-deploy	prod-changes-minor	prod-changes-major	troubleshoot	software-upgrade	software-validation	anomaly-detection	env-nbr-devices	env-vendors	env-type	env-language-python	env-language-golang	env-language-javascript	env-language-ruby	env-language-c-cpp	env-language-shell	env-language-other	env-virtual-network	env-server-automation	env-location	trend-topics-iac	trend-topics-event-driven	trend-topics-chatops	trend-topics-ci-cd	trend-topics-devops	trend-topics-telemetry-streaming	trend-topics-ibns	trend-tools-ansible	trend-tools-chef	trend-tools-puppet	trend-tools-saltstack	trend-tools-napalm	trend-tools-git	trend-tools-keyword-testing	trend-tools-ci	trend-tools-stackstorm	trend-tools-apstra	trend-tools-gluware	trend-tools-anuta-networks	feedback
11/8/16 14:00	"Configuration archiving, Data Collection / Reporting"	Version control	No	Yes	We haven't automated the generation or deployment of our configurations	1 to 5 per week	Less than 1 per month	Custom scripts (python ..)	Custom scripts (python ..)	We haven't automated software qualification	"Syslog, Custom scripts, We haven't automated the detection of anomaly"	251-1000	"Cisco IOS, Cisco NX-OS, Juniper"	"Datacenter, Campus/User Access, WAN"	A little					A little		"GNS3, We are not using virtual network devices for training or qualification"	Puppet	North America	No interest	Thinking about it	I don't know	No interest	No interest	Thinking about it	No interest	Currently Evaluating it		Already in production			Already in production							
11/8/16 14:40	"Configuration deployment, Configuration archiving, Data Collection / Reporting"	"Solarwind NCM, in-house developed tool"	No	Yes	Custom scripts (python ..)	More than 1 a day	1 to 5 per week	Custom scripts (python ..)	"Custom scripts (python ..), We haven't automated software upgrades"	We haven't automated software qualification	We haven't automated the detection of anomaly	1001+	"Cisco IOS, Cisco NX-OS"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A little					A little	A lot	"GNS3, Vendor provided solution"		North America	Thinking about it	I don't know	I don't know	I don't know	I don't know	Already in production	I don't know	No interest	No interest	No interest	No interest	I don't know	Thinking about it	No interest	No interest	I don't know	I don't know	I don't know	I don't know	"Some of these terms need definitions to help clarify the survey. Buzzwords tend to get abused. As an example, the term ""devops"" is about as well defined as ""multimedia""."
11/8/16 17:03	"Configuration generation, Configuration archiving"	"Rancid/Oxidized, Vendor specific tools"	No	Yes	Custom scripts (python ..)	More than 1 a day	1 to 5 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	"Syslog, Custom scripts"	51-250	"Cisco NX-OS, Check Point, Cisco ASA, Cisco UCS"	Datacenter	A little	None	A little	None	A little	A lot	A lot	"OpenStack, Non-VMWare hypervisor, GNS3, Vendor provided solution"	"Ansible, HPE Server Automation"	Europe	Currently evaluating it	Currently evaluating it	Thinking about it	Currently evaluating it	Already in production	Currently evaluating it	Thinking about it	Already in production	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Already in production	No interest	Already in production	I don't know	I don't know	I don't know	I don't know	
11/9/16 7:14	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Troubleshooting, Software upgrade, Data Collection / Reporting"	"Version control, Rancid/Oxidized"	Partially	Yes		More than 1 a day	Less than 1 per month	"Custom scripts (python ..), SNMP, Third Party Software"	Custom scripts (python ..)	Custom scripts	We haven't automated the detection of anomaly	1001+	"Cisco IOS, Juniper, Huawei, Nokia"	"Internet Peering, WAN, SP Backbone"	A little	A little	None	None	None	A little		"VMWare, GNS3"	"Ansible, SaltStack"	Europe																				
11/9/16 23:35	"Configuration generation, Configuration deployment, Configuration archiving, Anomaly detection, Data Collection / Reporting"	Version control	Partially	Yes	"Ansible, Custom scripts (python ..)"	1 to 5 per month	Less than 1 per month		We haven't automated software upgrades	Custom scripts	Custom scripts	1001+	"Brocade, Cisco IOS, Cisco NX-OS, Dell, Juniper"	"Datacenter, Internet Peering, WAN"					A little	A lot		"VMWare, Docker or Containers, GNS3"	Ansible	Europe	Thinking about it	I don't know	I don't know	Thinking about it	Already in production	Thinking about it	Thinking about it	Already in production	No interest	No interest	No interest	No interest	Currently Evaluating it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/10/16 1:46	"Configuration archiving, Data Collection / Reporting, Compliance Checks"	Rancid/Oxidized	No	Yes		More than 1 a day	1 to 5 per week					1001+	"Cisco IOS, Cisco NX-OS, Juniper"	"Datacenter, Internet Peering, WAN, SP Backbone"	A little	None	A little	None	None	A little	None	"VMWare, UNetLab"	Ansible	Africa	No interest	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Already in production				Thinking about it	Already in production		Thinking about it					
11/10/16 4:23	Data Collection / Reporting	Vendor specific tools	No	Yes	We haven't automated the generation or deployment of our configurations	More than 1 a day	Less than 1 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	251-1000	"Cisco IOS, Cisco NX-OS, Juniper"	"Datacenter, Campus/User Access, Internet Peering, WAN"	None	None	None	None	None	None	None	We are not using virtual network devices for training or qualification	"Vendor Specific, Microsoft SCCM"	Middle East	Thinking about it	I don't know	I don't know	I don't know	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	I don't know	I don't know	Thinking about it	No interest	I don't know	I don't know	I don't know	I don't know	I don't know	
11/10/16 6:40	"Day 0 Provisioning using a vendor solution, Pre/Post Change Checks, Data Collection / Reporting"	Rancid/Oxidized	Partially	Yes	Custom scripts (python ..)	More than 1 a day	1 to 5 per week	Custom scripts (python ..)	Custom scripts (python ..)			1001+	"Cisco IOS, Juniper"	"Datacenter, Campus/User Access, Internet Peering"	A little	None	None	None	None	A little	None	"VMWare, Vendor provided solution"	Chef	North America	Thinking about it	Thinking about it	Thinking about it	No interest	Thinking about it	Currently evaluating it	No interest	Thinking about it	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	
11/10/16 8:36	"Configuration deployment, Configuration archiving, Anomaly detection"	"Version control, Rancid/Oxidized"	Partially	Yes	Ansible	1 to 5 per month	Not sure	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	Stackstorm	0-50	"Brocade, Cisco IOS, Juniper, Extreme Networks"	Datacenter	A lot	None	None	None	None	A little	None	"Vagrant, Homemade solution"	Ansible	South America	Thinking about it	Currently evaluating it	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	I don't know	Already in production	No interest	Thinking about it	Thinking about it	Thinking about it	Already in production	I don't know	I don't know	Currently Evaluating it	No interest	No interest	No interest	
11/10/16 12:50	"Configuration generation, Configuration archiving, Data Collection / Reporting"	"NetSAS Enigma, Third Party Software"	No	Yes	"Ansible, NAPALM, Network vendor specific tools"	More than 1 a day	1 to 5 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	1001+	"Cisco IOS, Cisco NX-OS, Juniper, HPE"	"Datacenter, Campus/User Access, Internet Peering, WAN, SP Backbone"	A little			A little				We are not using virtual network devices for training or qualification	Ansible	Australia / Oceania / Pacific Islands	Currently evaluating it	I don't know	No interest	Currently evaluating it	Currently evaluating it	I don't know	I don't know	Already in production				Currently Evaluating it	Already in production	I don't know	Currently Evaluating it	Currently Evaluating it	No interest	No interest	Thinking about it	
11/10/16 20:29	"Day 0 Provisioning using a vendor solution, Configuration deployment, Troubleshooting"	We are not keeping track of that	Partially	Yes	"Chef, Puppet, Controller"	1 to 5 per month	Less than 1 per month	Custom scripts (python ..)				51-250	"Brocade, Juniper"	"Datacenter, Campus/User Access, WAN"	A little	None	None	A little	None	A little	A little	"VMWare, OpenStack"	"Chef, Puppet"	Asia	Thinking about it	Thinking about it	Thinking about it	I don't know	Currently evaluating it	Thinking about it	I don't know	I don't know	Already in production	Already in production	I don't know	I don't know	Thinking about it	I don't know	I don't know	Currently Evaluating it	No interest	No interest	No interest	
11/11/16 8:47	"Configuration generation, Configuration archiving, Troubleshooting"	"Rancid/Oxidized, Vendor specific tools"	No	Yes	Custom scripts (python ..)	1 to 5 per week	Less than 1 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	251-1000	"Cisco IOS, Cisco NX-OS, Dell, HPE"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A lot	None	None	None	A little	A little	None	"VMWare, GNS3, Vendor provided solution"	"Puppet, Microsoft SCCM"	North America	No interest	Thinking about it	I don't know	No interest	Thinking about it	Thinking about it	No interest													
11/11/16 9:25	"Configuration generation, Configuration deployment, Pre/Post Change Checks"	in-house developed tool	No	Yes	"Ansible, in-house developed tools"	More than 1 a day		"in-house developed tool, Custom scripts (python ..)"	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	1001+	Alcatel-Lucent	SP Backbone	A lot							"Non-VMWare hypervisor, Homemade solution"	Ansible	Europe		Currently evaluating it						Currently Evaluating it			Currently Evaluating it	Currently Evaluating it	Currently Evaluating it		Currently Evaluating it					
11/11/16 10:07	"Configuration generation, Configuration deployment, Configuration archiving, Compliance Checks"	We are not keeping track of that	No	Yes	"Ansible, Custom scripts (python ..)"	More than 1 a day	1 to 5 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	251-1000	Juniper	SP Backbone	A lot	None	A little	None	None	A little	None	We are not using virtual network devices for training or qualification	Ansible	Europe		Thinking about it	I don't know	Thinking about it	Thinking about it	Currently evaluating it	Thinking about it	Already in production	No interest	No interest	I don't know	I don't know	Already in production	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/11/16 10:08	Configuration archiving	Vendor specific tools	Partially	Yes	Custom scripts (python ..)	1 to 5 per week	1 to 5 per month	"Vendor specific tools, Solarwind NCM"	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	1001+	"Brocade, Cisco IOS, Cisco NX-OS, Juniper"	"Datacenter, Campus/User Access, Internet Peering, WAN"	None							Vendor provided solution	We don't have automation for server	North America	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	I don't know	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/11/16 11:43	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Troubleshooting, Software upgrade, Compliance Checks"	"Version control, Rancid/Oxidized, Vendor specific tools"	Partially	Yes	"Ansible, SaltStack, NAPALM, Custom scripts (python ..)"	1 to 5 per month	Less than 1 per month	"Ansible, Custom scripts (python ..), Vendor specific tools"	"Ansible, Network vendor specific tools"	We haven't automated software qualification	We haven't automated the detection of anomaly	1001+	"Arista Networks, Brocade, Cisco IOS, Cisco NX-OS, Juniper"	"Datacenter, Campus/User Access, Internet Peering"	A lot	None	None	None	None	A little	None	"Vagrant, VMWare, OpenStack, Ravello, Non-VMWare hypervisor, GNS3, Vendor provided solution"	"Ansible, SaltStack"	North America	Thinking about it	Thinking about it	I don't know	Thinking about it	Currently evaluating it	I don't know	Thinking about it	Already in production	No interest	No interest	Currently Evaluating it	Currently Evaluating it	Already in production	I don't know	I don't know	I don't know	Thinking about it	Thinking about it	Thinking about it	
11/11/16 12:22	"Configuration generation, Configuration deployment, Configuration archiving, Data Collection / Reporting"	"Version control, Rancid/Oxidized"	No	Yes	"Tail-F, Custom scripts (python ..)"	More than 1 a day	1 to 5 per week	Custom scripts (python ..)	We haven't automated software upgrades		"Syslog, Custom scripts"	51-250	"Brocade, Juniper"	"Datacenter, WAN"	A little	None	A little	None	None	A lot	A lot	We are not using virtual network devices for training or qualification	"Ansible, Chef"	Europe	No interest	No interest	No interest	No interest	No interest	Thinking about it	No interest		No interest	No interest	I don't know	I don't know	Currently Evaluating it	No interest	No interest	No interest	No interest	No interest	No interest	
11/11/16 12:23	"Configuration generation, Configuration deployment, Configuration archiving, Troubleshooting, Pre/Post Change Checks, Anomaly detection, Data Collection / Reporting"	Version control	Yes	Yes	Custom scripts (python ..)	More than 1 a day	1 to 5 per week	Custom scripts (python ..)	Custom scripts (python ..)		"Custom scripts, fbtracert, UDPPinger"	1001+	"Arista Networks, Cisco NX-OS, Juniper, Cisco IOS XR"	"Datacenter, Internet Peering, SP Backbone"	A lot	A little	None	None	A little	A lot	A little	"Vagrant, VMWare, Docker or Containers, GNS3"	Chef	North America	Already in production	Already in production		Already in production	Already in production	Already in production			Already in production				Already in production		Already in production					
11/11/16 17:31	"Configuration generation, Configuration archiving"	Vendor specific tools	No	Yes	Custom scripts (python ..)	1 to 5 per week	1 to 5 per month	Custom scripts (python ..)	"Network vendor specific tools, Solarwind NCM"			1001+	"Cisco IOS, Cisco NX-OS"	"Datacenter, Campus/User Access, WAN"	A little		A little				A little	"VMWare, GNS3"	Puppet	North America	Thinking about it	Thinking about it						Currently Evaluating it				Currently Evaluating it	Thinking about it							
11/12/16 3:18	"Configuration generation, Configuration deployment, Configuration archiving, Pre/Post Change Checks"	"Version control, Rancid/Oxidized"	No	Yes	"Ansible, Puppet, Custom scripts (python ..)"	1 to 5 per week	1 to 5 per month	"Vendor specific tools, Junos Space"	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	251-1000	"Cisco IOS, Cisco NX-OS, Juniper"	"Datacenter, Campus/User Access, Internet Peering, WAN, SP Backbone"	A little	None	None	None	A little	A lot	A little	"Vagrant, VMWare, Docker or Containers, Non-VMWare hypervisor, UNetLab"	"Ansible, Puppet, Vendor Specific"	Europe	Thinking about it	Thinking about it	I don't know	I don't know	Already in production	Thinking about it	I don't know	Already in production	I don't know	Already in production	I don't know	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/12/16 12:38	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration archiving, Anomaly detection"	Rancid/Oxidized	No	Yes	Custom scripts (python ..)	1 to 5 per month	Less than 1 per month	We haven't automated the troubleshooting	Custom scripts (python ..)	We haven't automated software qualification	We haven't automated the detection of anomaly	251-1000	"Cisco IOS, Cisco NX-OS"	"Datacenter, Campus/User Access, Internet Peering, WAN"	None	None	None	None	None	A little	None	GNS3	Microsoft SCCM	Europe	Thinking about it	Thinking about it	I don't know	Thinking about it	Thinking about it	Thinking about it	I don't know	Thinking about it	No interest	No interest	No interest	Thinking about it	Currently Evaluating it	I don't know	Thinking about it		I don't know	I don't know	I don't know	
11/12/16 18:26	"Configuration generation, Configuration deployment"	Version control	No	Yes	"Ansible, Custom scripts (python ..)"	1 to 5 per week	1 to 5 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	Custom scripts	1001+	Juniper	"Datacenter, Internet Peering"	A lot	A little	None	None	None	None	None	"VMWare, Non-VMWare hypervisor"	SaltStack	North America	Currently evaluating it	Currently evaluating it	No interest	Thinking about it	Thinking about it	Thinking about it	I don't know	Already in production	No interest	No interest	No interest	No interest	Already in production	No interest	Thinking about it	No interest	No interest	No interest	No interest	
11/12/16 19:39	"Configuration generation, Configuration deployment, Configuration archiving, Data Collection / Reporting"	Vendor specific tools	No	Yes	"Ansible, Custom scripts (python ..)"	More than 1 a day	Less than 1 per month					251-1000	"Cisco IOS, Cisco NX-OS, Juniper, Palo Alto Networks"	"Datacenter, Campus/User Access, WAN, SP Backbone"	A lot	None	A little	None	None	None	None	"Vagrant, VMWare, GNS3"	Ansible	North America	Currently evaluating it	Currently evaluating it	I don't know	I don't know	Thinking about it	Thinking about it	I don't know	Already in production	I don't know	I don't know	I don't know	I don't know	Already in production	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/12/16 23:11	Configuration archiving	Vendor specific tools	Partially	Yes	"Network vendor specific tools, Solarwind NCM, Third Party Software"	1 to 5 per week	1 to 5 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	Syslog	251-1000	"Cisco IOS, Cisco NX-OS, HPE"	"Datacenter, Campus/User Access, Internet Peering, WAN"	None	None	None	None	None	None	None	"VMWare, Non-VMWare hypervisor, GNS3"	We don't have automation for server	North America	I don't know	Thinking about it	I don't know	I don't know	Thinking about it	I don't know	I don't know	Thinking about it	Thinking about it	Thinking about it	I don't know	I don't know	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/13/16 8:47	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Software qualification, Troubleshooting, Software upgrade, Pre/Post Change Checks, Anomaly detection, Data Collection / Reporting, Compliance Checks"	Version control	Yes	No	Custom scripts (python ..)	More than 1 a day	More than 1 a day	Custom scripts (python ..)	Custom scripts (python ..)	Custom scripts	Custom scripts	1001+	"Arista Networks, Cisco IOS, Cisco NX-OS, Juniper"	"Datacenter, Campus/User Access, Internet Peering, WAN, SP Backbone"	A lot	A little	None	None	None	A little	None			Europe	Already in production	Already in production	No interest	Already in production	Already in production	Already in production	Already in production	No interest	Already in production	No interest	No interest	No interest	Already in production	No interest	No interest	No interest	No interest	No interest	No interest	
11/13/16 10:18	"Configuration generation, Configuration deployment, Configuration archiving, Software upgrade, Data Collection / Reporting"	Version control	Partially	Yes	"Ansible, SaltStack"	More than 1 a day	Less than 1 per month	"Ansible, SaltStack"	Ansible	We haven't automated software qualification	We haven't automated the detection of anomaly	251-1000	"Cisco IOS, Juniper"	"Datacenter, Internet Peering, SP Backbone"	A lot	None	None	None	None	None	None	"VMWare, OpenStack, Non-VMWare hypervisor"	"Ansible, SaltStack"	Asia	Thinking about it	Thinking about it	Currently evaluating it	Currently evaluating it	Already in production	Already in production	Already in production	Already in production	No interest	No interest	Already in production	I don't know	Already in production	Thinking about it	Currently Evaluating it	I don't know	I don't know	I don't know	Thinking about it	
11/13/16 15:41	Configuration archiving	Rancid/Oxidized	No	Yes	Custom scripts (python ..)	More than 1 a day	1 to 5 per week	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	51-250	"Cisco IOS, Cisco NX-OS, F5 Networks"	"Datacenter, Internet Peering, WAN"	A little	None	None	None	None	A little	None	VMWare	Puppet	North America	Thinking about it	No interest	No interest	No interest	Thinking about it	No interest	No interest	Thinking about it	No interest	No interest	No interest	No interest	Thinking about it	No interest	No interest	No interest	No interest	No interest	No interest	
11/14/16 0:57	"Configuration deployment, Configuration archiving"	FTP/SCP/TFTP	Partially	No	"Ansible, Custom scripts (python ..)"	Less than 1 per month	Not sure					0-50	"Cisco IOS, Juniper"	Campus/User Access	A little	None	None	A little	None	A little	None	VMWare	Ansible	Asia	No interest	Thinking about it	No interest	Thinking about it	Thinking about it	No interest	Thinking about it	Already in production	Thinking about it	Thinking about it	No interest	No interest	Thinking about it	No interest	Thinking about it	No interest	No interest	No interest	No interest	
11/14/16 1:43	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Software upgrade, Anomaly detection, Data Collection / Reporting"	"Version control, Rancid/Oxidized"	Partially	Yes	"Ansible, Puppet, Custom scripts (python ..)"	1 to 5 per week	Less than 1 per month	Custom scripts (python ..)	Custom scripts (python ..)	We haven't automated software qualification	Custom scripts	1001+	"Arista Networks, Cisco IOS, Cisco NX-OS, Dell, Juniper"	"Datacenter, WAN"	A lot					A little		"Vagrant, VMWare"	"Ansible, Puppet"	North America	Already in production	Currently evaluating it	Thinking about it	Already in production	Currently evaluating it	Thinking about it	Thinking about it	Already in production		Already in production			Already in production		Already in production					
11/14/16 6:27	"Configuration generation, Pre/Post Change Checks, Data Collection / Reporting"	"Vendor specific tools, We are not keeping track of that"	Partially	Yes	Custom scripts (python ..)	1 to 5 per week	1 to 5 per month	Custom scripts (python ..)	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	51-250	"Cisco IOS, Cisco NX-OS, Ericsson"	"Datacenter, SP Backbone"	A lot	None	None	None	None	A little	None	GNS3	Puppet	North America	Thinking about it	I don't know	I don't know	Thinking about it	Thinking about it	Thinking about it	I don't know	Thinking about it	No interest	Already in production	No interest	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/14/16 7:56	"Configuration generation, Configuration archiving, Software qualification, Data Collection / Reporting"	Version control	No	Yes	Custom scripts (python ..)	More than 1 a day	Less than 1 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	Custom scripts	We haven't automated the detection of anomaly	251-1000	"Arista Networks, Cisco IOS, Juniper"	"Datacenter, Internet Peering, SP Backbone"	A lot	None	None	None		A little	None	"VMWare, Non-VMWare hypervisor, UNetLab, Vendor provided solution"	"Puppet, Microsoft SCCM"	Europe	Thinking about it	Thinking about it	I don't know	Thinking about it	Thinking about it	Thinking about it	I don't know	Currently Evaluating it												
11/14/16 7:59	"Configuration generation, Configuration deployment, Pre/Post Change Checks, Anomaly detection, Data Collection / Reporting, Compliance Checks, Troubleshooting"	Version control	Yes	Yes	"SaltStack, NAPALM, in-house developed tools, Third Party Software"	More than 1 a day	More than 1 a day	"SaltStack, NAPALM"	We haven't automated software upgrades	We haven't automated software qualification	"NAPALM, SaltStack, other tools such as Prometheus etc. pushing alterts that may trigger configuration changes"	251-1000	"Arista Networks, Cisco NX-OS, Juniper, Cisco IOS XR, Pluribus Networks"	"Internet Peering, CDN"	A lot	None	None	None	None	None	None	We are not using virtual network devices for training or qualification	SaltStack	Everywhere	Already in production	Already in production	Currently evaluating it	Currently evaluating it	Already in production	Currently evaluating it	Currently evaluating it	No interest	No interest	No interest	Already in production	Already in production	Already in production	Thinking about it	Currently Evaluating it	Thinking about it	I don't know	I don't know	I don't know	Yo
11/14/16 10:40	"Configuration archiving, Troubleshooting, Compliance Checks"	Vendor specific tools	No	Yes	HPE Network Automation (HP NA)	1 to 5 per month	Less than 1 per month					1001+	"Brocade, Cisco IOS, Cisco NX-OS, Juniper"	"Datacenter, Campus/User Access, Internet Peering"	A little	None	None	A little	None	A little	None	"VMWare, Vendor provided solution"	"Vendor Specific, HPE Network Automation"	Europe	Thinking about it	Thinking about it	No interest	I don't know	Thinking about it	No interest	Thinking about it	Thinking about it												
11/14/16 15:50	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Software qualification, Software upgrade, Pre/Post Change Checks, Anomaly detection, Data Collection / Reporting, Compliance Checks"	Version control	Partially	Yes	"Ansible, SaltStack, Tail-F, Custom scripts (python ..)"	More than 1 a day	1 to 5 per month	"Custom scripts (python ..), Vendor specific tools"	"Custom scripts (python ..), Network vendor specific tools"	Custom scripts	"Syslog, Custom scripts"	1001+	"Arista Networks, Brocade, Cisco IOS, Cisco NX-OS, Juniper, HPE, Nuage Networks"	"Datacenter, Campus/User Access, Internet Peering, WAN, SP Backbone"	A little	None	A little	None	A little	A little	A lot	"Vagrant, VMWare, OpenStack, Non-VMWare hypervisor, GNS3, UNetLab, Vendor provided solution"	"Ansible, SaltStack, CFEngine, Vendor Specific"	Europe	Thinking about it	Thinking about it	No interest	Thinking about it	Thinking about it	Thinking about it	Already in production	Currently Evaluating it			Currently Evaluating it		Currently Evaluating it	Currently Evaluating it	Currently Evaluating it					
11/14/16 17:07	Configuration archiving	We are not keeping track of that	No	Yes	We haven't automated the generation or deployment of our configurations	1 to 5 per month	Less than 1 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	51-250	"Brocade, Cisco IOS, Cisco NX-OS, Juniper, Citrix"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A little					A little	A lot	We are not using virtual network devices for training or qualification	We don't have automation for server	North America	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	
11/15/16 4:45	"Configuration archiving, Data Collection / Reporting"	We are not keeping track of that	No	Yes	We haven't automated the generation or deployment of our configurations	More than 1 a day	1 to 5 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	251-1000	"Big Switch, Cisco IOS, Juniper"	"Datacenter, Campus/User Access, Internet Peering, WAN, SP Backbone"	None	None	None	None	None	None	None	We are not using virtual network devices for training or qualification	"Ansible, Vendor Specific"	Europe	I don't know	Thinking about it	No interest	Thinking about it	Thinking about it	Currently evaluating it	I don't know	Currently Evaluating it												
11/15/16 5:23	"Data Collection / Reporting, Compliance Checks"	Rancid/Oxidized	No	No		More than 1 a day	1 to 5 per month			Ansible		51-250	"Cisco IOS, Juniper"	"WAN, SP Backbone"	A little	A little	None	None	None	None	None	"Non-VMWare hypervisor, Vendor provided solution"	We don't have automation for server	Europe	I don't know	Thinking about it	I don't know	I don't know	I don't know	Thinking about it	No interest	Thinking about it	No interest	No interest	No interest	No interest	Already in production		No interest	No interest	No interest	No interest	No interest	
11/15/16 5:24		Version control	Partially	Yes	Ansible	More than 1 a day	1 to 5 per week	"Ansible, Custom scripts (python ..)"	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	1001+	"Arista Networks, Cisco IOS, Cisco NX-OS, Juniper"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A little	None	A little	A little	None	None	None	"VMWare, Docker or Containers, Vendor provided solution"	"Chef, Puppet, SaltStack, Microsoft SCCM"	North America	Currently evaluating it	Currently evaluating it	Thinking about it	Currently evaluating it	Currently evaluating it	Thinking about it	Thinking about it	Currently Evaluating it					Already in production		Currently Evaluating it	Thinking about it				
11/15/16 5:25	"Configuration generation, Configuration deployment, Configuration archiving, Troubleshooting"	Version control	Partially	Yes	"Ansible, Custom scripts (python ..)"	1 to 5 per week	1 to 5 per month	Custom scripts (python ..)	Custom scripts (python ..)	We haven't automated software qualification	Custom scripts	1001+	"Cisco IOS, Cisco NX-OS, Juniper"	"Datacenter, Campus/User Access, WAN"	A lot						A lot	We are not using virtual network devices for training or qualification	Ansible	North America	Already in production	Currently evaluating it	Thinking about it	Thinking about it	Currently evaluating it	Currently evaluating it	I don't know	Already in production	No interest	No interest	No interest	Currently Evaluating it	Already in production	No interest	Already in production	No interest	No interest	No interest	No interest	
11/15/16 5:28	"Configuration generation, Configuration deployment"	"Rancid/Oxidized, AAA logs, Misc"	Yes	Yes	"Custom scripts (python ..), Trigger, Third Party Software"	1 to 5 per week	1 to 5 per month	"Custom scripts (python ..), Trigger, Third Party Software"			"Custom scripts, Zenoss, OpenNMS,"	1001+	"Cisco IOS, Palo Alto Networks"	"Datacenter, Campus/User Access, Internet Peering, WAN, SP Backbone"	A lot					A little	A little	GNS3	SaltStack	North America	I don't know	Already in production	Already in production	Thinking about it	Already in production	I don't know	I don't know													
11/15/16 5:29	"Configuration archiving, Troubleshooting, Anomaly detection"	Rancid/Oxidized	No	Yes	We haven't automated the generation or deployment of our configurations	More than 1 a day	Less than 1 per month	Custom scripts (python ..)	We haven't automated software upgrades	Custom scripts	Custom scripts	1001+	"Arista Networks, Cisco IOS, Cisco NX-OS, Cisco IOS XR"	"Datacenter, Campus/User Access"	A lot	None	A little	None	None	A little	None	"Non-VMWare hypervisor, GNS3, UNetLab"	"Ansible, SaltStack"	North America	I don't know	Currently evaluating it	I don't know	Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	Currently Evaluating it	No interest	No interest	Already in production	Currently Evaluating it	Already in production	I don't know	Thinking about it	I don't know	I don't know	I don't know	I don't know	
