Timestamp	env-nbr-devices	env-vendors	env-type	env-language-python	env-language-golang	env-language-javascript	env-language-ruby	env-language-c-cpp	env-language-shell	env-language-expect	env-language-powershell	env-language-other	env-virtual-network	env-server-automation	env-location	org-preference	operation-automated	config-track-changes	config-decide-changes	config-automated-changes	config-gen-deploy	prod-changes-minor	prod-changes-major	software-upgrade	software-validation	anomaly-detection-sources	anomaly-detection-signal	transition-team-how-long	transition-team-actions	transition-self-how-long	transition-self-nbr-hours	transition-self-find-time	trend-topics-iac	trend-topics-event-driven	trend-topics-chatops	trend-topics-ci-cd	trend-topics-devops	trend-topics-telemetry-streaming	trend-topics-ibns	trend-topics-sot	trend-topics-graph-db	trend-topics-network-health	trend-tools-ansible	trend-tools-chef	trend-tools-puppet	trend-tools-saltstack	trend-tools-napalm	trend-tools-nornir	trend-tools-netbox	trend-tools-elk	trend-tools-tsdb	trend-tools-kentik	trend-tools-nso	trend-tools-git	trend-tools-network-verification	trend-tools-keyword-testing	trend-tools-ci	trend-tools-stackstorm	feedback
10/17/19 14:35	251-1000	"Arista, Cisco IOS/IOS XE, Dell/EMC, Juniper, VMWare, Amazon AWS"	"Datacenter, Service Provider / Edge, Public Cloud"	A little	A lot				A little		A lot	A little	"Vagrant, VMWare, Docker Compose"	"Ansible, Vendor Specific"	North America	"no prefered approach, varies on case by case"		"Version control, Rancid/Oxidized"	No	Yes	We haven't automated the generation or deployment of our configurations	More than 1 a day	1 to 5 per month	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, SNMP, Syslog, sFlow/Netflow, Streaming Telemetry, External probes (pingmesh)"	Up/Down/Threshold alert	1 to 2 years	Some of us learned on their own	1 to 2 years	201-1000	Dedicated some time per week at work	Thinking about it	Currently evaluating it	Currently evaluating it	Thinking about it	Already in production	Already in production	I don't know	Already in production	Already in production	Already in production	Already in production	No interest	No interest	No interest	Currently Evaluating it	Thinking about it	Already in production	Already in production	Already in production	Thinking about it	No interest	Already in production	No interest	Thinking about it	Thinking about it	No interest	
10/17/19 15:29	51-250	"Arista, Cisco IOS/IOS XE, Cisco NX-OS/ACI"	Datacenter	A little									EVE-NG		Europe	"no prefered approach, varies on case by case"	"Configuration generation, Configuration deployment, Configuration archiving, Software upgrade"	We are not keeping track of that	Partially	Yes	"Nornir, Low level custom scripts (Python paramiko/socket)"	1 to 5 per week	1 to 5 per month	Nornir	"Low level custom scripts (Python paramiko/socket), Custom scripts using common libraries (netmiko/napalm)"	"ICMP/PING, SNMP, Routing Information, Streaming Telemetry"	We haven’t automated the detection of anomaly	Less than 1 year	Some of us learned on their own	Less than 1 year	201-1000	Learned on my own time	No interest	No interest	No interest	Thinking about it	Currently evaluating it	No interest	No interest	Currently evaluating it		Currently evaluating it						Currently Evaluating it	Currently Evaluating it										
10/17/19 15:38	1001-5000	"Extreme Networks (brocade), Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR, Juniper, Accedian, Allot, Palo Alto, Aerohive, Cisco Meraki"	"Datacenter, WAN, Service Provider / Edge"	A lot	None	A little	None	None	A little	A little	None	None	"Docker Compose, GNS3, UNetLab, EVE-NG"	"Ansible, RunDeck"	North America	use open source without support	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Pre/Post Change Checks, Compliance Checks"	"Rancid/Oxidized, Solarwind NCM"	Partially	Yes	"Ansible, NAPALM"	More than 1 a day	More than 1 a day	Ansible		"ICMP/PING, Other active probes (IP SLA/RPM), SNMP, Syslog, sFlow/Netflow, Routing Information, API"	Up/Down/Threshold alert	1 to 2 years	"Some of us learned on their own, Some of us took some network automation / programming training"	Less than 1 year	1001-4000	Dedicated some time per week at work	Thinking about it	Currently evaluating it		Thinking about it	Thinking about it	Currently evaluating it	Thinking about it	Thinking about it	Already in production	Already in production	Already in production	No interest	No interest	Currently Evaluating it	Already in production	Thinking about it	Thinking about it	Already in production	Already in production	No interest	Thinking about it	Already in production	Currently Evaluating it	Thinking about it	Thinking about it	Thinking about it	
10/17/19 15:40	50001+	"Arista, Juniper"	"Datacenter, Internet Peering, Service Provider / Edge, Public Cloud"	A lot	A little	A little	None	None	None	None	None	A lot	Homemade solution	Chef	North America	build internally	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Pre/Post Change Checks, Data Collection / Reporting"	"Version control, Custom scripts using common libraries (netmiko/napalm)"	No	Yes	"Chef, Custom scripts using common libraries (netmiko/napalm)"	More than 1 a day	More than 1 a day	Chef	We haven’t automated software qualification	"ICMP/PING, SNMP, sFlow/Netflow"	"Up/Down/Threshold alert, Events correlation / rule engine, Proactive monitoring data analysis using AI/ML"	2 to 5 years	"Some of us learned on their own, We hired dedicated Network Automation Engineer(s)"	1 to 2 years	1001-4000	Dedicated some time per week at work	Currently evaluating it	Currently evaluating it	Thinking about it	Already in production	Currently evaluating it	Already in production	No interest	Thinking about it	I don't know	Already in production	I don't know	Already in production	I don't know	I don't know	Already in production	I don't know	I don't know	Already in production	Already in production	I don't know	I don't know	No interest	I don't know	I don't know	I don't know	I don't know	
10/17/19 16:06																																																											
10/17/19 16:30	1001-5000	"Arista, Juniper"	"Datacenter, Internet Peering, WAN, Service Provider / Edge"	A lot	A little	None	A lot	None	A little	None	None	A little	"Docker Compose, Non-VMWare hypervisor (KVM et al.), GNS3, UNetLab, EVE-NG"	"Ansible, SaltStack, Vendor Specific"	North America	use open source without support	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Software qualification, Troubleshooting, Software upgrade, Fault Remediation, Pre/Post Change Checks, Data Collection / Reporting"	"Version control, Rancid/Oxidized, Low level custom scripts (Python paramiko/socket)"	Yes	Yes	"Ansible, Low level custom scripts (Python paramiko/socket)"	More than 1 a day	1 to 5 per week	Ansible	Low level custom scripts (Python paramiko/socket)	"External probes (pingmesh), SNMP, Syslog, sFlow/Netflow"	"Up/Down/Threshold alert, Events correlation / rule engine, Events correlation using AI/ML, Proactive monitoring data analysis using AI/ML"	More than 5 years	"Some of us learned on their own, We hired dedicated Network Automation Engineer(s)"	Less than 1 year	0-200	Learned on my own time	Already in production	Already in production	No interest	Already in production	No interest		No interest	Already in production	Currently evaluating it	Already in production	Already in production	No interest	No interest	Already in production	Already in production	Currently Evaluating it	Already in production	Already in production	Already in production	Already in production	No interest	Already in production	Already in production	No interest	No interest	No interest	
10/17/19 16:33	10001-50000	"Cisco IOS/IOS XE, Cisco IOS XR, Juniper, RAD ETX Series, Adtran TA series, Ciena"	Service Provider / Edge	A lot	A little	A little	None	None	A lot	None	None	A little	"Vagrant, Tesuto, Docker Compose, Kubernetes, NRELabs"	"Ansible, Vendor Specific"	North America	buy	"Configuration generation, Configuration deployment, Configuration archiving, Pre/Post Change Checks, Data Collection / Reporting, Compliance Checks"	"Version control, Rancid/Oxidized, Vendor specific tools"	Partially	Yes	Network vendor specific tools	More than 1 a day	1 to 5 per week	We haven't automated software upgrades				2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training, We participated in hackathon(s)"	1 to 2 years	0-200	Dedicated some time per week at work	Currently evaluating it	Thinking about it	Already in production	Already in production	Already in production	Thinking about it	Already in production	Currently evaluating it	No interest	Thinking about it	Already in production	No interest	No interest	Thinking about it	No interest	Thinking about it	Thinking about it	Already in production	Already in production	I don't know	I don't know	Already in production	Currently Evaluating it	Already in production	Already in production	Currently Evaluating it	
10/17/19 16:47	251-1000	"Arista, Cisco NX-OS/ACI, Cisco IOS XR, Juniper"	"Datacenter, Internet Peering, Service Provider / Edge, Public Cloud"	A little	A lot	None	None	None	A little	None	None	None	"Vagrant, VMWare"	SaltStack	Europe	use open source without support	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Troubleshooting, Fault Remediation"	"Version control, Rancid/Oxidized"	Partially	Yes	"NAPALM, Custom scripts using common libraries (netmiko/napalm)"	More than 1 a day	1 to 5 per week	SaltStack		"ICMP/PING, Other active probes (IP SLA/RPM), SNMP, sFlow/Netflow"	"Up/Down/Threshold alert, Events correlation / rule engine"	2 to 5 years	"Some of us learned on their own, We hired dedicated Network Automation Engineer(s)"	Less than 1 year	0-200	Transitioned into the new role full-time and learned on the job	Already in production	Already in production	Already in production	Thinking about it	Already in production	Currently evaluating it	I don't know	Already in production	I don't know	Already in production	No interest	No interest	No interest	Already in production	Already in production	I don't know	Already in production	Already in production	Already in production	I don't know	No interest	Already in production	Thinking about it	I don't know	Thinking about it	No interest	
10/17/19 16:54	0-50	Cumulus	"Datacenter, Campus/User Access"	A lot	None	None	None	None	A little	None	None	None	"Vagrant, Ravello"	Ansible	North America	use open source without support	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Software qualification, Troubleshooting, Software upgrade, Pre/Post Change Checks, Data Collection / Reporting"	Version control	Yes	No	Ansible	1 to 5 per month	1 to 5 per month	Ansible	Ansible	"ICMP/PING, Other active probes (IP SLA/RPM), Syslog, sFlow/Netflow, Routing Information"	"Up/Down/Threshold alert, Events correlation / rule engine"	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training"	1 to 2 years	201-1000	Transitioned into the new role full-time and learned on the job	Already in production	Thinking about it	No interest	Already in production	Already in production	Already in production	Thinking about it	Already in production	No interest	Already in production	Already in production	No interest	No interest	Thinking about it	Thinking about it	No interest	Already in production	Thinking about it	Already in production	No interest	No interest	Already in production	Thinking about it	No interest	Already in production	No interest	
10/17/19 17:03	51-250	"Juniper, VMWare"	Service Provider / Edge	A lot	A little	None	None	None	A little	None	None	None	Vendor provided solution (VIRL / Junosphere .. )	"Ansible, SaltStack"	Australia / Oceania / Pacific Islands	"no prefered approach, varies on case by case"	"Configuration deployment, Configuration archiving"	"Version control, Rancid/Oxidized, Vendor specific tools"	Partially	Yes	"Ansible, SaltStack"	1 to 5 per week	Less than 1 per month	"Ansible, SaltStack, Network vendor specific tools"	We haven’t automated software qualification	"ICMP/PING, SNMP, Syslog, sFlow/Netflow"	"Up/Down/Threshold alert, Events correlation / rule engine"	More than 5 years	Some of us learned on their own	1 to 2 years	201-1000	Dedicated some time per week at work	I don't know	Currently evaluating it	Already in production	Thinking about it	Already in production	Thinking about it	Thinking about it	Already in production	Currently evaluating it	Currently evaluating it	Already in production	No interest	No interest	No interest	Already in production	Currently Evaluating it	Already in production	Already in production	Already in production	Thinking about it	No interest	Already in production	Thinking about it	Thinking about it	No interest	Already in production	
10/17/19 17:13	1001-5000	"Arista, Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR, HPE/Aruba, Palo Alto"		A lot	None	A little	None	None	A little	None	None	None	"Docker Compose, Vendor provided solution (VIRL / Junosphere .. )"	We don't have automation for servers	North America	"no prefered approach, varies on case by case"	"Configuration archiving, Data Collection / Reporting"	Solarwind NCM	No	Yes	We haven't automated the generation or deployment of our configurations	More than 1 a day	1 to 5 per month	Solarwind NCM	We haven’t automated software qualification	"ICMP/PING, SNMP, Routing Information"	We haven’t automated the detection of anomaly	Less than 1 year	Some of us learned on their own	Less than 1 year	201-1000	Dedicated some time per week at work	Currently evaluating it	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	Thinking about it	Already in production	Thinking about it	No interest	No interest	Thinking about it	Currently Evaluating it	Already in production	Currently Evaluating it	Thinking about it	Thinking about it	Currently Evaluating it	Thinking about it	Already in production	Thinking about it	I don't know	Thinking about it	Thinking about it	
10/17/19 17:13	1001-5000	"Arista, Cisco IOS/IOS XE, Juniper, Fortinet, F5"	"Datacenter, Campus/User Access"	A lot									Vagrant		North America	use open source without support	"Configuration generation, Configuration deployment, Configuration archiving"	"Version control, Rancid/Oxidized"	Partially	Yes	"Nornir, NAPALM"	1 to 5 per month	Less than 1 per month	We haven't automated software upgrades				1 to 2 years	Some of us learned on their own				Already in production	Thinking about it	Thinking about it	Currently evaluating it	Thinking about it	Thinking about it		Already in production		Already in production						Already in production	Already in production		Already in production			Already in production					
10/17/19 17:49	50001+	"Arista, Extreme Networks (brocade), Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR, Dell/EMC, Juniper, F5"	"Datacenter, Internet Peering, WAN, Service Provider / Edge, Public Cloud"	A lot	A lot	A little	A little	None	A little	A little	A little	A little	"VMWare, OpenStack, Kubernetes, Non-VMWare hypervisor (KVM et al.), GNS3, EVE-NG, Vendor provided solution (VIRL / Junosphere .. )"	"Ansible, Chef, Puppet, SaltStack"	North America	build internally	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Software qualification, Troubleshooting, Software upgrade, Fault Remediation, Pre/Post Change Checks, Anomaly detection, Data Collection / Reporting, Compliance Checks, Topology Mapping"	"FTP/SCP/TFTP, Rancid/Oxidized, Low level custom scripts (Python paramiko/socket)"	Partially	Yes	"Ansible, Nornir, Low level custom scripts (Python paramiko/socket), Custom scripts using common libraries (netmiko/napalm)"	More than 1 a day	More than 1 a day	"Low level custom scripts (Python paramiko/socket), Custom scripts using common libraries (netmiko/napalm)"	"SaltStack, Low level custom scripts (Python paramiko/socket), Custom scripts using common libraries (netmiko/napalm)"	"ICMP/PING, SNMP, Syslog, Routing Information, API"	"Up/Down/Threshold alert, Events correlation / rule engine"	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training"	1 to 2 years	201-1000	Dedicated some time per week at work	Currently evaluating it	Already in production	Already in production	Currently evaluating it	Already in production	Thinking about it	Thinking about it	Already in production	Thinking about it	Already in production	Already in production	No interest	Already in production	Already in production	Currently Evaluating it	Already in production	Currently Evaluating it	Thinking about it	Already in production	No interest	No interest	Already in production	Thinking about it	No interest	Already in production	No interest	
10/17/19 19:36																																																											
10/17/19 19:52	251-1000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, VMWare, Microsoft Azure"	"Datacenter, Campus/User Access"	None	None	None	None	None	None	None	A little	None	VMWare	Solarwinds NCM	North America	"no prefered approach, varies on case by case"	"Pre/Post Change Checks, Compliance Checks"	Solarwind NCM	No	Yes	We haven't automated the generation or deployment of our configurations	1 to 5 per month	Less than 1 per month	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, Other active probes (IP SLA/RPM), SNMP, sFlow/Netflow"	Up/Down/Threshold alert	Less than 1 year	Some of us learned on their own				I don't know	Thinking about it	I don't know	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	I don't know	Already in production	I don't know	I don't know	I don't know	I don't know	Thinking about it	I don't know	I don't know	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
10/17/19 20:14	0-50	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR, VMWare"	"Datacenter, Public Cloud"	A lot	None	A little	None	None	A little	None	None	None	"VMWare, GNS3, Vendor provided solution (VIRL / Junosphere .. )"	"Ansible, Python Toolset"	North America	"no prefered approach, varies on case by case"	"Configuration generation, Configuration deployment, Pre/Post Change Checks"	We are not keeping track of that	No	Yes	"Ansible, Low level custom scripts (Python paramiko/socket), Custom scripts using common libraries (netmiko/napalm)"	1 to 5 per week	1 to 5 per week	"Low level custom scripts (Python paramiko/socket), Custom scripts using common libraries (netmiko/napalm)"	"Ansible, Low level custom scripts (Python paramiko/socket), Custom scripts using common libraries (netmiko/napalm)"	"ICMP/PING, SNMP, Syslog, Routing Information, API"	"Up/Down/Threshold alert, Events correlation / rule engine"	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training"	Less than 1 year	201-1000	Learned on my own time	Thinking about it	Currently evaluating it	No interest	Currently evaluating it	Already in production	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	Already in production	Thinking about it	Thinking about it	Thinking about it	Currently Evaluating it	Currently Evaluating it	Currently Evaluating it	Currently Evaluating it	Thinking about it	Thinking about it	Thinking about it	Already in production	Thinking about it	Thinking about it	Thinking about it	I don't know	
10/17/19 21:22	10001-50000	"Arista, Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR, Palo Alto, Cisco ASA"	Campus/User Access	A little	A little	None	None	None	A little	None	None	None	EVE-NG	Ansible	North America	build internally	"Configuration generation, Configuration deployment, Configuration archiving, Software qualification, Troubleshooting, Software upgrade, Pre/Post Change Checks, Data Collection / Reporting, Compliance Checks"	Version control	Yes	Yes	"Ansible, NAPALM"	More than 1 a day	1 to 5 per week	Ansible	Ansible	"ICMP/PING, Other active probes (IP SLA/RPM), SNMP, Syslog"	Up/Down/Threshold alert	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training"	1 to 2 years	201-1000	Learned on my own time	Already in production	Already in production	Thinking about it	Thinking about it	Already in production	Thinking about it	Currently evaluating it	Currently evaluating it	Already in production	Already in production	Already in production	No interest	No interest	No interest	No interest	No interest	Thinking about it	No interest	Already in production	No interest	No interest	Already in production	Currently Evaluating it	Thinking about it	Already in production	Thinking about it	
10/17/19 23:56	10001-50000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cumulus, Juniper, HPE/Aruba, Google GCP"	"Datacenter, Campus/User Access, Public Cloud"	A lot	A little	A little			A little		A little		"Vagrant, VMWare, Docker Compose, GNS3"	"Ansible, Puppet"	North America	"no prefered approach, varies on case by case"	"Configuration generation, Configuration archiving, Pre/Post Change Checks, Data Collection / Reporting"	"Version control, Rancid/Oxidized"	No	Yes	Ansible	1 to 5 per week	1 to 5 per month	Network vendor specific tools	We haven’t automated software qualification	"ICMP/PING, SNMP, sFlow/Netflow, Routing Information, API"	"Up/Down/Threshold alert, Events correlation / rule engine"	1 to 2 years	"Some of us learned on their own, Some of us took some network automation / programming training"	1 to 2 years	201-1000	Learned on my own time	Currently evaluating it	Thinking about it	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	Already in production	Currently evaluating it	Already in production	Already in production			Thinking about it	Already in production	Thinking about it	Already in production	Already in production	Already in production	I don't know	No interest	Already in production	Thinking about it	I don't know	Currently Evaluating it	Thinking about it	
10/18/19 1:53	1001-5000	"Arista, Cisco IOS/IOS XE, Cisco NX-OS/ACI, Dell/EMC"	"Datacenter, Campus/User Access, Internet Peering, WAN, Public Cloud"	A lot	None	None	None	None	A little	None	None	None	We are not using virtual network devices for training or qualification	Ansible	Europe	use open source without support	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration archiving, Compliance Checks"	Version control	Partially	Yes	Ansible	More than 1 a day	1 to 5 per week	Ansible	We haven’t automated software qualification	sFlow/Netflow	Up/Down/Threshold alert	2 to 5 years	Some of us learned on their own	2 to 5 years	1001-4000	Transitioned into the new role full-time and learned on the job	Already in production	Already in production	No interest	Currently evaluating it	Currently evaluating it	Currently evaluating it	Thinking about it	Already in production	No interest	Already in production	Already in production	No interest	No interest	No interest	No interest	No interest	No interest	Already in production	Already in production	No interest	No interest	Already in production	Thinking about it	No interest	Already in production	No interest	
10/18/19 3:19	1001-5000	"Cisco IOS/IOS XE, Cisco IOS XR, Dell/EMC, Juniper, Alcatel, Zhone, Ciena"	"Campus/User Access, WAN, Service Provider / Edge"	A little					A lot			A little	We are not using virtual network devices for training or qualification	We don't have automation for servers	North America	"no prefered approach, varies on case by case"	"Configuration generation, Configuration deployment, Data Collection / Reporting"	FTP/SCP/TFTP	No	Yes	Network vendor specific tools	Not sure	Not sure	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, Other active probes (IP SLA/RPM), SNMP, Syslog"	"Up/Down/Threshold alert, Events correlation / rule engine"	Less than 1 year	Some of us learned on their own	1 to 2 years	201-1000	Dedicated some time per week at work	I don't know	Thinking about it	No interest	I don't know	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Already in production	Thinking about it	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know		I don't know	I don't know	I don't know	I don't know	"I think that Programmability concept is great, but it will take some time to become a norm. It is the right direction. I want to thank Cisco DevNetOps team for the great work and for sharing with network community the knowledge and valuable network resources! Keep up the good work!"
10/18/19 3:32	251-1000	"Cisco IOS/IOS XE, Juniper"	"Datacenter, WAN"	A lot	A little	None	None	None	A lot	None	None	None	"Vagrant, Docker Compose, GNS3"	"Ansible, Puppet"	Asia	use open source without support	"Configuration generation, Configuration deployment"	"Version control, Rancid/Oxidized"	No	Yes	Ansible	1 to 5 per week		Ansible	Ansible	SNMP	We haven’t automated the detection of anomaly	1 to 2 years	Some of us learned on their own	Less than 1 year	201-1000	Learned on my own time	Already in production	Currently evaluating it	Currently evaluating it	I don't know	Currently evaluating it	Currently evaluating it	Currently evaluating it	I don't know	I don't know	Currently evaluating it	Already in production	No interest	Already in production	No interest	No interest	No interest	Thinking about it	Already in production	Already in production	Already in production	No interest	Already in production	Thinking about it	Thinking about it	No interest	No interest	
10/18/19 5:41	251-1000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI"	"Datacenter, Campus/User Access, Internet Peering, WAN, Service Provider / Edge"	A lot	None	None	None	None	None	None	None	A little	"GNS3, EVE-NG"	Ansible	North America	"no prefered approach, varies on case by case"	"Configuration generation, Configuration deployment, Configuration archiving, Pre/Post Change Checks"	"Version control, Custom scripts using common libraries (netmiko/napalm), Solarwind NCM"	No	Yes	"Excel macros, Ansible, NAPALM, Custom scripts using common libraries (netmiko/napalm)"	More than 1 a day	More than 1 a day	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, SNMP, Syslog"	We haven’t automated the detection of anomaly	Less than 1 year	"Some of us learned on their own, Some of us took some network automation / programming training, We engaged a consulting firm to help get started"	2 to 5 years	201-1000	Learned on my own time	Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	Currently evaluating it	Thinking about it	Currently evaluating it	Currently evaluating it	Currently evaluating it	Already in production	Already in production	I don't know	I don't know	I don't know	Currently Evaluating it	I don't know	Already in production	Currently Evaluating it	Currently Evaluating it	I don't know	I don't know	Already in production	I don't know	I don't know	Already in production	I don't know	
10/18/19 6:37	0-50	"Arista, Cisco IOS/IOS XE, Cisco NX-OS/ACI, Juniper"	"Datacenter, Internet Peering, WAN, Service Provider / Edge"	A lot	None	None	None	None	A little	None	None		"Vagrant, GNS3"	"SaltStack, RunDeck"	Europe	use open source without support	"Configuration generation, Configuration deployment, Configuration archiving"	"Version control, Rancid/Oxidized"	No	No	"Ansible, NAPALM, Custom scripts using common libraries (netmiko/napalm)"	1 to 5 per week	1 to 5 per month	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, SNMP, Syslog, sFlow/Netflow"	Up/Down/Threshold alert	1 to 2 years	Some of us learned on their own				Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Already in production	Thinking about it	I don't know	Already in production	I don't know	Thinking about it	Already in production	No interest	No interest	Already in production	Already in production	Thinking about it	Already in production	Thinking about it	Already in production	I don't know	No interest	Already in production	Thinking about it	I don't know	Thinking about it	I don't know	
10/18/19 7:58	5001-10000	"Cisco IOS/IOS XE, Dell/EMC, VMWare, Amazon AWS"	"Datacenter, Campus/User Access, Internet Peering, WAN, Public Cloud"	A lot					A lot				"VMWare, Non-VMWare hypervisor (KVM et al.), GNS3"	Ansible	Europe	build internally	"Configuration generation, Configuration archiving, Troubleshooting, Data Collection / Reporting, Compliance Checks"	"Version control, Rancid/Oxidized"	Partially	Yes	"Nornir, Custom scripts using common libraries (netmiko/napalm)"	More than 1 a day	1 to 5 per month	Network vendor specific tools	We haven’t automated software qualification	"ICMP/PING, SNMP, sFlow/Netflow, API"	"Up/Down/Threshold alert, Events correlation / rule engine"	1 to 2 years	"Some of us learned on their own, Some of us took some network automation / programming training, We participated in hackathon(s)"	1 to 2 years	201-1000	Learned on my own time	Already in production	Already in production		Currently evaluating it	Already in production	Already in production		Already in production	Already in production	Already in production	Already in production					Currently Evaluating it	Currently Evaluating it	Currently Evaluating it	Currently Evaluating it			Currently Evaluating it	Currently Evaluating it		Currently Evaluating it		
10/18/19 8:21	51-250	Juniper	"Datacenter, Internet Peering, WAN, Service Provider / Edge"	A lot									"VMWare, OpenStack"	"Ansible, SaltStack"	South America	build internally	"Configuration generation, Configuration deployment, Configuration archiving, Pre/Post Change Checks, Compliance Checks"	Version control	No	Yes	Ansible	More than 1 a day	1 to 5 per month	We haven't automated software upgrades	We haven’t automated software qualification	"SNMP, sFlow/Netflow, Streaming Telemetry"	We haven’t automated the detection of anomaly	Less than 1 year	"Some of us learned on their own, Some of us took some network automation / programming training"	1 to 2 years	201-1000	Dedicated some time per week at work	I don't know	Thinking about it	No interest	Thinking about it	Thinking about it	Thinking about it	No interest	Thinking about it	Thinking about it	Thinking about it	Already in production			Currently Evaluating it								Thinking about it		Thinking about it	Thinking about it		
10/18/19 12:26	1001-5000	"Cisco IOS XR, Cumulus, Dell/EMC, Juniper"	"Datacenter, Internet Peering, WAN"	A lot	None	A little	None	None	A lot	None	None	None	Vagrant	SaltStack	North America	build internally	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving"	"Version control, Rancid/Oxidized"	Partially	Yes	SaltStack	1 to 5 per week	Less than 1 per month	SaltStack		"ICMP/PING, SNMP, Syslog, sFlow/Netflow, Streaming Telemetry"	Up/Down/Threshold alert	2 to 5 years	"Some of us learned on their own, We participated in hackathon(s)"	2 to 5 years	1001-4000	Dedicated some time per week at work	Already in production	Already in production	Already in production	Currently evaluating it	Already in production	Already in production	Thinking about it	Already in production	Thinking about it	Already in production	No interest	No interest	No interest	Already in production	Already in production	Thinking about it	Already in production	Already in production	Already in production	Already in production	No interest	Already in production	Currently Evaluating it	Currently Evaluating it	Already in production	No interest	
10/18/19 12:34	251-1000	"Cisco IOS/IOS XE, Viptela"	"WAN, Public Cloud"	A lot									"Vagrant, VMWare, terraform"	terraform	North America		"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment"	We are not keeping track of that	Partially	No	"Ansible, NAPALM"	1 to 5 per week	1 to 5 per month	Ansible	"Ansible, Custom scripts using common libraries (netmiko/napalm)"			1 to 2 years	"Some of us learned on their own, Some of us took some network automation / programming training"				Currently evaluating it	Currently evaluating it	No interest	Currently evaluating it	Currently evaluating it	Currently evaluating it	Currently evaluating it	Currently evaluating it	No interest	No interest	Already in production				Already in production	Currently Evaluating it						Currently Evaluating it			Currently Evaluating it		
10/18/19 15:03	1001-5000	"Huawei, Nokia"	Service Provider / Edge	A lot	A little	A lot							GNS3	Ansible	Europe	use open source without support	"Configuration generation, Configuration archiving, Data Collection / Reporting"	"Version control, FTP/SCP/TFTP, Rancid/Oxidized"	No	No	Low level custom scripts (Python paramiko/socket)	1 to 5 per week	Less than 1 per month	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, SNMP, Syslog, Routing Information, API"	"Up/Down/Threshold alert, Events correlation / rule engine"	1 to 2 years	We hired dedicated Network Automation Engineer(s)				Currently evaluating it	Already in production	Thinking about it	Already in production	Already in production	Currently evaluating it	I don't know	Already in production	Already in production	Already in production	Already in production					Currently Evaluating it	Already in production	Already in production	Already in production				Thinking about it	Thinking about it	Already in production	Currently Evaluating it	
