Timestamp	operation-automated	config-track-changes	config-gen-deploy	prod-changes-minor	prod-changes-major	config-automated-changes	config-decide-changes	transport-protocol	software-upgrade	software-validation	telemetry-collect	telemetry-store	anomaly-detection-sources	anomaly-detection-signal	env-virtual-network	sot-present	sot-where	role	env-nbr-devices	env-vendors	env-type	env-language-python	env-language-golang	env-language-rust	env-language-javascript	env-language-ruby	env-language-c-cpp	env-language-shell	env-language-expect	env-language-powershell	env-language-other	env-location	org-preference	culture-blocker	leadership-support	transition-team-how-long	transition-team-actions	transition-self-how-long	transition-self-nbr-hours	transition-self-find-time	trend-topics-iac	trend-topics-event-driven	trend-topics-chatops	trend-topics-ci-cd	trend-topics-devops	trend-topics-telemetry-streaming	trend-topics-ibns	trend-topics-sot	trend-topics-graph-db	trend-topics-network-verification	trend-topics-keyword-testing	trend-topics-ci	trend-topics-network-health	trend-tools-ansible	trend-tools-terraform	trend-tools-saltstack	trend-tools-napalm	trend-tools-nornir	trend-tools-netbox	trend-tools-elk	trend-tools-grafana	trend-tools-prometheus	trend-tools-influxdb	trend-tools-nso	trend-tools-stackstorm	trend-tools-gns3	trend-tools-eve-ng	trend-tools-cml	feedback
10/21/20 11:04	"Day 0 Provisioning using a vendor solution (ZTP/PnP/POAP/Amnesiac/etc.), Configuration deployment, Configuration archiving"	We are not keeping track of that	"Excel macros, Ansible, Nornir, NAPALM, Network vendor specific tools"	Less than 1 per month	Less than 1 per month	Yes	Partially	"CLI/SSH (Non-Netconf), HTTP/HTTPS (Non-Restconf), Serial Console"	"Ansible, Network vendor specific tools (DNAC/CVP/Space/PI/etc.)"	"Ansible, Network vendor specific tools (DNAC/CVP/Space/PI/etc.)"	Network vendor specific collector	"Grafana, Kibana"	"ICMP/PING, SNMP, Syslog, Routing Information, API"	We haven’t automated the detection of anomaly	"GNS3, Homemade solution"	Yes - we have one or multiple source of data that are accurately representing the network	A DCIM (Netbox/Device42/etc.)	Network Automation Engineer	251-1000	"Cisco IOS/IOS XE/Viptela, Cisco IOS XR"	Campus/User Access	A lot	None	None	None	None	None	None	None	None		Europe	build internally	"Fear / Distrust of automation, Poor leadership / no automation strategy, Skills Gap"	Yes - but we are not seeing real investment (reactive)	1 to 2 years	"Some of us learned on their own, Some of us took some network automation / programming training"	Less than 1 year	0-200	"Learned on my own time, Dedicated some time per week at work, Transitioned into the new role full-time and learned on the job"	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Already in production	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Already in production	Already in production	I don't know	I don't know	Already in production	Already in production	Already in production	I don't know	Already in production	I don't know	I don't know	I don't know	I don't know	Thinking about it	I don't know	I don't know	
10/21/20 11:51	"Configuration archiving, Data Collection / Reporting"	Version control		More than 1 a day	1 to 5 per month	Yes	No	"CLI/SSH (Non-Netconf), Not sure"	Network vendor specific tools (DNAC/CVP/Space/PI/etc.)		Network vendor specific collector	"Kentik, Network vendor specific tools (CVP/Tetration ..)"	"ICMP/PING, SNMP, Syslog, sFlow/Netflow, Routing Information, Streaming / Model-Driven Telemetry"	Up/Down/Threshold alert	We are not using virtual network devices for training or qualification	Yes - we have one or multiple source of data that are accurately representing the network	A DCIM (Netbox/Device42/etc.)	Network Architect / Engineer	1001-5000	"Amazon AWS, Arista, Cisco ASA/Firepower, Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Cisco Meraki, Cisco NX-OS/ACI, Extreme Networks (brocade), F5, Google GCP, Palo Alto"	"Datacenter, Campus/User Access, Internet Peering, WAN, Public Cloud"	A lot										North America	no prefered approach / varies on case by case	Time	Yes - this is critical to the IT leadership strategy and we have active investment (proactive)	1 to 2 years	We hired dedicated Network Automation Engineer(s)				Currently evaluating it	Currently evaluating it	Already in production	Thinking about it	Thinking about it	Already in production	Thinking about it	Already in production	Thinking about it	No interest	No interest	No interest	Currently evaluating it	Already in production	Thinking about it	No interest	No interest	No interest	Already in production	Already in production	Already in production	Already in production	Already in production	No interest	No interest	No interest	No interest	No interest	
10/21/20 12:28	"Day 0 Provisioning using a vendor solution (ZTP/PnP/POAP/Amnesiac/etc.), Configuration deployment"	Version control	"Ansible, Internally developed scripts"		Less than 1 per month	Yes	Partially	"CLI/SSH (Non-Netconf), Restconf"	Ansible	We haven’t automated software qualification	SNMP Exporter	Splunk	Syslog	Events correlation / rule engine	VMWare	Yes - we have one or multiple source of data that are accurately representing the network	An Entreprise CMDB (ServiceNow)	Network Architect / Engineer	1001-5000	"Checkpoint, Fortinet, Palo Alto"	Datacenter	A lot										Asia	build internally	Security concerns	Yes - this is critical to the IT leadership strategy and we have active investment (proactive)	1 to 2 years	Some of us learned on their own	1 to 2 years	201-1000	Learned on my own time			Currently evaluating it	Currently evaluating it	Currently evaluating it			Currently evaluating it		Currently evaluating it		Currently evaluating it	Currently evaluating it	Thinking about it				Thinking about it			Thinking about it								
10/21/20 20:03	Configuration archiving	We are not keeping track of that	We haven't automated the generation or deployment of our configurations	Less than 1 per month	Not sure	Yes	No	CLI/SSH (Non-Netconf)	We haven’t automated software upgrades	We haven’t automated software qualification	Network vendor specific collector	Network vendor specific tools (CVP/Tetration ..)	"ICMP/PING, SNMP"	"Up/Down/Threshold alert, Events correlation / rule engine"	Vendor provided solution (CML/VIRL/Junosphere/etc.)	Partially - we are trying to maintain some source of data but there is always a drift with the real network	Spreadsheet	Network Architect / Engineer	51-250	"Cisco IOS/IOS XE/Viptela, fujitsu"	Campus/User Access	None	None	None	None	None	None	None	None	None	A little	Asia	no prefered approach / varies on case by case	Skills Gap	No - our leadership is not formally investing in automation - but this remains a grassroots effort (neutral)	More than 5 years	Some of us learned on their own	Less than 1 year	0-200	Dedicated some time per week at work	I don't know	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know				I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	Thinking about it	I don't know	I don't know	
10/22/20 1:00	Configuration generation	FTP/SCP/TFTP	Excel macros	1 to 5 per month	Not sure	No	No	"CLI/SSH (Non-Netconf), Serial Console"	We haven’t automated software upgrades	We haven’t automated software qualification	"Network vendor specific collector, We are using a traditional Network Monitoring solution"	"Network vendor specific tools (CVP/Tetration ..), We are using a traditional Network Monitoring solution"	"ICMP/PING, SNMP, Syslog"	Up/Down/Threshold alert	GNS3	Partially - we are trying to maintain some source of data but there is always a drift with the real network	Spreadsheet	Network Architect / Engineer	251-1000	"Cisco ASA/Firepower, Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Cisco NX-OS/ACI, F5, Palo Alto, Fujitsu"	"Datacenter, Campus/User Access"	None	None	None	None	None	A little	None	None	A little	None	Asia	no prefered approach / varies on case by case	"Time, Skills Gap"	No - the leadership is against the introduction of automation (against)	Less than 1 year	no	Less than 1 year	0-200	Learned on my own time	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
10/22/20 1:16	"Configuration archiving, Data Collection / Reporting"	Shareware	We haven't automated the generation or deployment of our configurations	Less than 1 per month	Less than 1 per month	Yes	No	Not sure	Not use now.	I have no plan of automating software qualification now.	We are using a traditional Network Monitoring solution	We are using a traditional Network Monitoring solution	"ICMP/PING, SNMP, Syslog"	"Up/Down/Threshold alert, Events correlation / rule engine"	VMWare	Partially - we are trying to maintain some source of data but there is always a drift with the real network	We don’t have a source of truth	Network Architect / Engineer	51-250	"Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Juniper, Palo Alto, VMWare"	"Datacenter, Service Provider / Edge"	A little	None	None	A little	None	None	A little	None	A little	None	Asia	use open source with support	"Time, Fear / Distrust of automation, Security concerns"	Yes - but we are not seeing real investment (reactive)	Less than 1 year	"Some of us learned on their own, Some of us took some network automation / programming training"	Less than 1 year	0-200	Learned on my own time	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	Thinking about it	I don't know	I don't know	None.
10/22/20 2:30	Data Collection / Reporting	Kiwi CatTools	Ansible	Not sure	Not sure	Yes	Partially	CLI/SSH (Non-Netconf)	Ansible	Ansible	Telegraf - SNMP	"Splunk, Kibana"	"ICMP/PING, SNMP, Syslog"	"Up/Down/Threshold alert, Events correlation / rule engine"	"VMWare, OpenStack, GNS3"	No - the configurations of our network devices is our only accurate source of information	We don’t have a source of truth	Project or Program Manager	0-50	"Checkpoint, Cisco ASA/Firepower, Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Cisco NX-OS/ACI, Extreme Networks (brocade), F5, Fortinet, Juniper, HPE, Palo Alto, VMWare"	"Datacenter, Campus/User Access, Internet Peering, WAN, Public Cloud"	A little	None	None	A little	A little	A little	A lot	A little	A little	A little	Asia	no prefered approach / varies on case by case	"Poor leadership / no automation strategy, Skills Gap"	No - the leadership is against the introduction of automation (against)	Less than 1 year	We engaged a consulting firm to help get started	Less than 1 year	More than 4000	Learned on my own time	I don't know	I don't know	I don't know	I don't know	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	Currently evaluating it	I don't know	I don't know	I don't know	I don't know	I don't know	Currently evaluating it	I don't know	I don't know	I don't know	I don't know	I don't know	Currently evaluating it	I don't know	I don't know	
10/22/20 2:34	"Configuration generation, Configuration deployment, Software upgrade"	"Version control, Rancid/Oxidized"	Ansible	1 to 5 per week	Less than 1 per month	Yes	No	CLI/SSH (Non-Netconf)	"Ansible, We haven’t automated software upgrades"	Ansible	"Logstash, Another open source project (not listed above), We are using a traditional Network Monitoring solution"	"Elasticsearch, Kibana, We are using a traditional Network Monitoring solution"	"ICMP/PING, Other active probes (IP SLA/RPM), External probes (pingmesh), SNMP, Syslog, sFlow/Netflow"	"Up/Down/Threshold alert, Events correlation / rule engine"	"Vagrant, VMWare, Docker Compose, Non-VMWare hypervisor (KVM/etc.), GNS3, Vendor provided solution (CML/VIRL/Junosphere/etc.)"	Partially - we are trying to maintain some source of data but there is always a drift with the real network	"An IPAM (Infoblox/Netbox/etc.), A DCIM (Netbox/Device42/etc.), Source Control (GitHub/GitLab/etc.)"	IT Manager / Decision Maker	251-1000	"Cisco ASA/Firepower, Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Cisco Meraki, Cisco NX-OS/ACI, Extreme Networks (brocade), Fortinet, Microsoft Azure, VMWare"	"Datacenter, Campus/User Access, Internet Peering, WAN, Service Provider / Edge, Public Cloud"	A lot	None	None	A little	None	None	A lot	A little	A little	None	Europe	use open source without support	"Time, Budget, Skills Gap, Security concerns"	Yes - this is critical to the IT leadership strategy and we have active investment (proactive)	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training"			"Learned on my own time, Dedicated some time per week at work"	Already in production	Thinking about it	Thinking about it	Already in production	Already in production	Thinking about it	Thinking about it	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Already in production	Already in production	Already in production	Thinking about it	No interest	Thinking about it	Thinking about it	Currently evaluating it	Already in production	Thinking about it	Thinking about it	Thinking about it	No interest	Thinking about it	Thinking about it	No interest	No interest	
10/22/20 2:46	"Configuration generation, Configuration deployment, Configuration archiving, Software upgrade, Data Collection / Reporting"	"Version control, Vendor specific tools"	"Ansible, Internally developed scripts, Another open source project (not listed above)"	More than 1 a day	1 to 5 per week	Yes	Partially	"CLI/SSH (Non-Netconf), HTTP/HTTPS (Non-Restconf)"	"Ansible, Internally developed scripts"	"Ansible, Internally developed scripts"	"Node Exporter, Logstash, Beats, Internally developed collector, Another open source project (not listed above), Network vendor specific collector"	"Prometheus, Elasticsearch, OpenTSDB, Druid, Grafana, Kibana, Network vendor specific tools (CVP/Tetration ..)"	Syslog	We haven’t automated the detection of anomaly	"Docker Compose, Kubernetes"	Partially - we are trying to maintain some source of data but there is always a drift with the real network	"Source Control (GitHub/GitLab/etc.), Database implementation"	Cloud Engineer	5001-10000	"Amazon AWS, Fortinet, Google GCP"	Public Cloud	A lot	A little	None	A little	A little	A lot	A lot	None	None	A little	Europe	use open source without support	"Time, Budget, Fear / Distrust of automation, Poor leadership / no automation strategy"	Yes - but we are not seeing real investment (reactive)	1 to 2 years	"Some of us learned on their own, Some of us took some network automation / programming training"				Already in production	Currently evaluating it	No interest	Already in production	Already in production	Thinking about it	No interest	Currently evaluating it	No interest	No interest	No interest	No interest	Already in production	Already in production	No interest	No interest	No interest	No interest	No interest	Already in production	Already in production	Already in production	Thinking about it	No interest	No interest	No interest	No interest	No interest	
10/22/20 4:27	"Configuration deployment, Pre/Post Change Checks, Data Collection / Reporting"	"Version control, Microsoft Excel"	"Ansible, Internally developed scripts"	1 to 5 per month	Less than 1 per month	Yes	No	"CLI/SSH (Non-Netconf), HTTP/HTTPS (Non-Restconf)"	We haven’t automated software upgrades	We haven’t automated software qualification	We are using a traditional Network Monitoring solution	We are using a traditional Network Monitoring solution	"ICMP/PING, Other active probes (IP SLA/RPM), External probes (pingmesh), Syslog"	Events correlation / rule engine	VMWare	Partially - we are trying to maintain some source of data but there is always a drift with the real network	"Spreadsheet, An IPAM (Infoblox/Netbox/etc.), A DCIM (Netbox/Device42/etc.)"	Software Engineer / Developer	1001-5000	"Cisco IOS XR, Juniper, VMWare, Asterisk, Alcatel"	Datacenter	A lot						A lot		A little	A little	Europe	no prefered approach / varies on case by case	"Fear / Distrust of automation, Poor leadership / no automation strategy, Skills Gap"	No - our leadership is not formally investing in automation - but this remains a grassroots effort (neutral)	1 to 2 years	"Some of us learned on their own, Some of us took some network automation / programming training"	More than 5 years	0-200	"Learned on my own time, Dedicated some time per week at work"	Thinking about it	Thinking about it	I don't know	Thinking about it	Thinking about it	Thinking about it	I don't know	Currently evaluating it	I don't know	I don't know	I don't know	Thinking about it	Thinking about it	Already in production	Thinking about it	No interest	Thinking about it	Thinking about it	Currently evaluating it	I don't know	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	Thinking about it	Thinking about it	Currently evaluating it	
10/22/20 4:49	"Configuration deployment, Software upgrade, Pre/Post Change Checks"	FTP/SCP/TFTP	"Ansible, Internally developed scripts"	1 to 5 per week	1 to 5 per week	Yes	No	CLI/SSH (Non-Netconf)	Ansible	We haven’t automated software qualification	We are using a traditional Network Monitoring solution	"Splunk, We are using a traditional Network Monitoring solution"	"ICMP/PING, Other active probes (IP SLA/RPM), SNMP, Syslog, Routing Information"	Up/Down/Threshold alert	We are not using virtual network devices for training or qualification	No - the configurations of our network devices is our only accurate source of information	"Spreadsheet, An Entreprise CMDB (ServiceNow), An IPAM (Infoblox/Netbox/etc.)"	Network Automation Engineer	1001-5000	"Checkpoint, Cisco ASA/Firepower, Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Cisco Meraki, Cisco NX-OS/ACI, F5, Fortinet"	"Datacenter, Campus/User Access, WAN"	A lot	None	None	None	None	None	A little	None	None	None	Europe	use open source without support	"Fear / Distrust of automation, Fear of layoffs / redundancy, Poor leadership / no automation strategy, Skills Gap"	Yes - but we are not seeing real investment (reactive)	1 to 2 years	"Some of us learned on their own, Some of us took some network automation / programming training"	Less than 1 year	201-1000	"Learned on my own time, Transitioned into the new role full-time and learned on the job"	Currently evaluating it	Currently evaluating it	Thinking about it	Currently evaluating it	Currently evaluating it	Currently evaluating it	Currently evaluating it	Currently evaluating it	Currently evaluating it	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Already in production	Thinking about it	No interest	No interest	No interest	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	I don't know	Thinking about it	Thinking about it	Thinking about it	Thinking about it	
10/22/20 17:58	"Configuration archiving, Compliance Checks"	Vendor specific tools	"Internally developed scripts, Network vendor specific tools, We haven't automated the generation or deployment of our configurations"	More than 1 a day	1 to 5 per week	Yes	No	CLI/SSH (Non-Netconf)	We haven’t automated software upgrades	We haven’t automated software qualification	"Network vendor specific collector, We are using a traditional Network Monitoring solution"	"Network vendor specific tools (CVP/Tetration ..), We are using a traditional Network Monitoring solution"	"Other active probes (IP SLA/RPM), SNMP"	We haven’t automated the detection of anomaly	We are not using virtual network devices for training or qualification	No - the configurations of our network devices is our only accurate source of information	"Spreadsheet, We don’t have a source of truth"	Network Architect / Engineer	251-1000	"Cisco ASA/Firepower, Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Cisco NX-OS/ACI, Dell/EMC, F5, Juniper, Nokia, Palo Alto"	"Datacenter, Internet Peering, WAN, Service Provider / Edge"	A little	None	None	A little	A little	A little	A little	None	None	None	North America	buy	"Time, Skills Gap"	Yes - but we are not seeing real investment (reactive)	Less than 1 year	Some of us learned on their own				Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	Currently evaluating it	Thinking about it	Thinking about it	Currently evaluating it	I don't know	Thinking about it	I don't know	Thinking about it	Thinking about it	Thinking about it	I don't know	I don't know	Currently evaluating it	Currently evaluating it	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
10/23/20 12:28																		Network Automation Engineer		"Amazon AWS, Cisco ASA/Firepower, Cisco IOS XR, Google GCP, Palo Alto"	Public Cloud	A little										Asia									Thinking about it	Thinking about it		Already in production	Already in production									Currently evaluating it	Currently evaluating it														
10/23/20 22:36	"Configuration deployment, Configuration archiving, Software upgrade, Pre/Post Change Checks, Data Collection / Reporting"	"Version control, Vendor specific tools, Internally developed scripts"	"Ansible, Terraform, Internally developed scripts, Network vendor specific tools"	More than 1 a day	1 to 5 per month	Yes	No	"CLI/SSH (Non-Netconf), HTTP/HTTPS (Non-Restconf)"	"Ansible, Network vendor specific tools (DNAC/CVP/Space/PI/etc.)"	We haven’t automated software qualification	We are using a traditional Network Monitoring solution	"Splunk, Kentik, We are using a traditional Network Monitoring solution"	"ICMP/PING, External probes (pingmesh), SNMP, Syslog, sFlow/Netflow, Routing Information, API"	Up/Down/Threshold alert	EVE-NG	Partially - we are trying to maintain some source of data but there is always a drift with the real network	Source Control (GitHub/GitLab/etc.)	Network Architect / Engineer	251-1000	"Amazon AWS, Arista, Cisco ASA/Firepower, Cisco IOS/IOS XE/Viptela, Microsoft Azure, Palo Alto"	"Datacenter, Campus/User Access, Internet Peering, WAN, Public Cloud"	A lot	A little	None	None	None	None	A little	None	None	A lot	Europe	use open source without support	Time	Yes - this is critical to the IT leadership strategy and we have active investment (proactive)	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training"	1 to 2 years	0-200	"Dedicated some time per week at work, Transitioned into the new role full-time and learned on the job"	Already in production	Thinking about it	No interest	Already in production	Thinking about it	Thinking about it	No interest	Already in production	I don't know	Thinking about it	No interest	Already in production	Already in production	Already in production	Already in production	No interest	No interest	No interest	Already in production	No interest	No interest	No interest	No interest	I don't know	I don't know	No interest	Currently evaluating it	I don't know	
10/24/20 1:20	"Day 0 Provisioning using a vendor solution (ZTP/PnP/POAP/Amnesiac/etc.), Configuration generation, Configuration deployment, Pre/Post Change Checks, Data Collection / Reporting, Compliance Checks, Topology Mapping"	"Version control, FTP/SCP/TFTP, Microsoft Excel"	"Nornir, NAPALM, Internally developed scripts"	1 to 5 per month	Less than 1 per month	Yes	Yes	"CLI/SSH (Non-Netconf), Netconf, Restconf, HTTP/HTTPS (Non-Restconf)"	"Internally developed scripts, Nornir, Network vendor specific tools (DNAC/CVP/Space/PI/etc.)"	"Internally developed scripts, Network vendor specific tools (DNAC/CVP/Space/PI/etc.)"	Network vendor specific collector	Network vendor specific tools (CVP/Tetration ..)	"ICMP/PING, Other active probes (IP SLA/RPM), Syslog, sFlow/Netflow, Routing Information, Streaming / Model-Driven Telemetry"	"Up/Down/Threshold alert, Proactive monitoring data analysis using AI/ML"	"VMWare, Docker Compose, GNS3, Vendor provided solution (CML/VIRL/Junosphere/etc.)"	Partially - we are trying to maintain some source of data but there is always a drift with the real network	"Spreadsheet, An Entreprise CMDB (ServiceNow), Source Control (GitHub/GitLab/etc.)"	Network Architect / Engineer	5001-10000	"Arista, Cisco ASA/Firepower, Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Cisco NX-OS/ACI, F5, Google GCP, Palo Alto, VMWare"	"Datacenter, Campus/User Access, Public Cloud"	A lot	None	None	A little	None	None	A little	None	A little	A little	North America	no prefered approach / varies on case by case	"Time, Fear / Distrust of automation, Skills Gap"	Yes - but we are not seeing real investment (reactive)	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training"	1 to 2 years	201-1000	Learned on my own time	Currently evaluating it	Thinking about it	No interest	Currently evaluating it	Already in production	Thinking about it	Currently evaluating it	Currently evaluating it	Currently evaluating it	Thinking about it	Thinking about it	Currently evaluating it	Currently evaluating it	Already in production	Thinking about it	No interest	Currently evaluating it	Currently evaluating it	Thinking about it	No interest	No interest	No interest	No interest	No interest	No interest	Already in production	No interest	Already in production	
10/24/20 13:33	"Configuration generation, Configuration deployment, Compliance Checks"	"Vendor specific tools, Solarwind NCM"	Network vendor specific tools	1 to 5 per week	Less than 1 per month	Yes	No	CLI/SSH (Non-Netconf)	We haven’t automated software upgrades	We haven’t automated software qualification	We are using a traditional Network Monitoring solution	We are using a traditional Network Monitoring solution	"ICMP/PING, SNMP, Syslog, sFlow/Netflow, Routing Information"	Up/Down/Threshold alert	We are not using virtual network devices for training or qualification	Partially - we are trying to maintain some source of data but there is always a drift with the real network	We don’t have a source of truth	Network Architect / Engineer	251-1000	"Cisco ASA/Firepower, Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Cisco NX-OS/ACI, HPE, Microsoft Azure, VMWare"	"Datacenter, Campus/User Access, WAN, Public Cloud"	A little	None	None	None	None	None	None	None	A lot	A little	North America	no prefered approach / varies on case by case	"Time, Budget, Poor leadership / no automation strategy, Skills Gap"	No - our leadership is not formally investing in automation - but this remains a grassroots effort (neutral)	Less than 1 year	"Some of us learned on their own, Some of us took some network automation / programming training"							Thinking about it	Thinking about it		Thinking about it	Thinking about it		Thinking about it		Thinking about it	Thinking about it	Currently evaluating it					Currently evaluating it								Currently evaluating it		
10/25/20 4:23	"Day 0 Provisioning using a vendor solution (ZTP/PnP/POAP/Amnesiac/etc.), Configuration generation, Configuration deployment, Software upgrade, Pre/Post Change Checks, Compliance Checks"	HPE Network Automation (HP NA)	Excel macros	1 to 5 per week	Less than 1 per month	Yes	Partially	CLI/SSH (Non-Netconf)	HPE Network Automation (HP NA)	We haven’t automated software qualification	We are using a traditional Network Monitoring solution	We are using a traditional Network Monitoring solution	"ICMP/PING, Other active probes (IP SLA/RPM), Syslog"	Up/Down/Threshold alert	"GNS3, Vendor provided solution (CML/VIRL/Junosphere/etc.)"	Partially - we are trying to maintain some source of data but there is always a drift with the real network	"Spreadsheet, We don’t have a source of truth"	Project or Program Manager	10001-50000	"Arista, Checkpoint, Cisco ASA/Firepower, Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Cisco NX-OS/ACI, Extreme Networks (brocade), F5, Fortinet, Juniper"	"Datacenter, Campus/User Access, WAN"	A little	None	None	None	None	None	A little	A little	None	None	Europe	buy	"Fear / Distrust of automation, Security concerns"	Yes - this is critical to the IT leadership strategy and we have active investment (proactive)	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training"		0-200	"Learned on my own time, Attended formal training"	Thinking about it	Thinking about it		Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it								Currently evaluating it	Currently evaluating it							
10/25/20 4:56	"Day 0 Provisioning using a vendor solution (ZTP/PnP/POAP/Amnesiac/etc.), Configuration deployment, Configuration archiving, Software upgrade, Data Collection / Reporting, Topology Mapping"	Rancid/Oxidized	"Internally developed scripts, Controller, Network vendor specific tools"	1 to 5 per month	Less than 1 per month	Yes	Partially	"CLI/SSH (Non-Netconf), HTTP/HTTPS (Non-Restconf)"	"Internally developed scripts, Network vendor specific tools (DNAC/CVP/Space/PI/etc.)"	We haven’t automated software qualification	"Internally developed collector, Network vendor specific collector, We are using a traditional Network Monitoring solution"	"InfluxDB, Grafana, Network vendor specific tools (CVP/Tetration ..), We are using a traditional Network Monitoring solution"	"ICMP/PING, SNMP, Streaming / Model-Driven Telemetry"	Up/Down/Threshold alert	"GNS3, EVE-NG, Vendor provided solution (CML/VIRL/Junosphere/etc.)"	Partially - we are trying to maintain some source of data but there is always a drift with the real network	An IPAM (Infoblox/Netbox/etc.)	Network Administrator / Operator	1001-5000	"Cisco ASA/Firepower, Cisco IOS/IOS XE/Viptela"	Campus/User Access	A lot	A little	None	None	None	None	A little	None	None	None	Europe	no prefered approach / varies on case by case	"Time, Fear / Distrust of automation, Fear of layoffs / redundancy, Poor leadership / no automation strategy, Skills Gap"	No - our leadership is not formally investing in automation - but this remains a grassroots effort (neutral)	2 to 5 years	Some of us learned on their own				Thinking about it	Currently evaluating it	No interest	Thinking about it	Currently evaluating it	Already in production	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Already in production	No interest	No interest	No interest	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Already in production	Thinking about it	Already in production	No interest	No interest	Already in production	Already in production	Already in production	
10/25/20 11:41	"Configuration generation, Configuration deployment, Software upgrade, Pre/Post Change Checks"	Version control	"Ansible, Terraform, Internally developed scripts"	Less than 1 per month	Less than 1 per month	Yes					SNMP Exporter		"ICMP/PING, SNMP, Syslog, sFlow/Netflow, API"	"Up/Down/Threshold alert, Proactive monitoring data analysis using AI/ML"	OpenStack	Yes - we have one or multiple source of data that are accurately representing the network	Source Control (GitHub/GitLab/etc.)	Network Automation Engineer	251-1000	"Cisco ASA/Firepower, Cisco Meraki, Cisco NX-OS/ACI, Palo Alto"	Datacenter	A lot	None	None	None	None	None	None	None	None	None		build internally	"Fear / Distrust of automation, Skills Gap"	Yes - but we are not seeing real investment (reactive)	2 to 5 years	"Some of us took some network automation / programming training, We hired dedicated Network Automation Engineer(s)"	Less than 1 year	0-200	"Learned on my own time, Dedicated some time per week at work, Transitioned into the new role full-time and learned on the job"	Already in production	Thinking about it	Thinking about it	Already in production	Already in production	Thinking about it	Currently evaluating it	Already in production	I don't know	I don't know	I don't know	Already in production	Already in production	Already in production	Already in production	No interest	No interest	Thinking about it		Thinking about it	No interest	No interest	No interest	No interest	No interest	No interest	No interest	Already in production	
